total_units,units_2,units_3_4,units_5_9,units_10_19,units_20plus,median_rent,median_value,renter_occupied,total_occupied,population,median_hh_income,GEOID,affordability_stress_index,rent_burdened,mf_share,log_rent,log_income,mean_max_height_ft,mean_max_far,mean_max_du_per_acre
1648,569,50,48,210,53,2063.0,972000.0,772,1614,4040,154091.0,25017356704,0.16065831229598096,0.0,0.5643203883495146,7.631916513071252,11.945298615968644,,,
2019,34,16,46,25,75,2295.0,1097500.0,684,2019,5092,166595.0,25017357100,0.16531108376601938,0.0,0.09707776126795443,7.738488122494646,12.023320996259708,,,
1258,192,43,0,0,0,2684.0,1194000.0,205,1202,3270,198382.0,25017357200,0.16235343932413224,0.0,0.18680445151033387,7.895063498091573,12.197949743910623,,,
1390,664,287,26,15,20,2418.0,875000.0,665,1323,3302,155417.0,25017357300,0.18669772290032624,0.0,0.7280575539568346,7.790696031174738,11.953867106041871,,,
921,370,41,0,0,0,2734.0,1276800.0,345,906,2403,211250.0,25017357400,0.15530414201183432,0.0,0.44625407166123776,7.913521017283895,12.26079754521942,,,
966,599,0,6,0,56,2535.0,934600.0,426,946,2370,153333.0,25017357500,0.1983917356342079,0.0,0.6842650103519669,7.837948916025283,11.940367305881761,,,
1109,541,177,0,5,40,2276.0,787100.0,487,1064,2824,164902.0,25017357600,0.1656256443220822,0.0,0.6880072137060415,7.730174795246222,12.013106637036906,,,
1810,603,300,79,130,43,1955.0,858900.0,724,1691,3945,106932.0,25017357700,0.21939176298956345,0.0,0.638121546961326,7.578145472419466,11.57994839740072,,,
1378,166,74,0,0,0,2087.0,1497800.0,272,1280,3791,218239.0,25017357800,0.11475492464683215,0.0,0.1741654571843251,7.643482907077201,12.2933460715153,,,
1987,99,69,60,0,0,2469.0,1001800.0,193,1844,5240,218289.0,25017358100,0.13572832346109973,0.0,0.11474584801207852,7.81156848934518,12.293575151896025,,,
2364,18,14,57,218,141,3500.0,1053500.0,641,2297,6003,204384.0,25017358300,0.20549553781117896,0.0,0.1895093062605753,8.160518247477505,12.227755856361316,,,
1987,10,98,90,61,80,1069.0,1132000.0,410,1979,4822,171771.0,25017358400,0.07468082505195871,0.0,0.17060895822848515,6.974478911025045,12.053917473352495,,,
1996,11,54,25,77,29,2638.0,1147700.0,272,1969,5918,230972.0,25017358500,0.13705557383578962,0.0,0.09819639278557114,7.87777633327726,12.350051770035936,,,
2331,45,118,61,106,62,3076.0,1042100.0,450,2331,6289,183523.0,25017358600,0.201130103583747,0.0,0.16816816816816818,8.031385330625534,12.12009527922174,,,
2062,62,26,0,18,0,2063.0,1133800.0,180,1965,5949,249821.0,25017358700,0.0990949519856217,0.0,0.05140640155189137,7.631916513071252,12.428499940393964,,,
2863,30,109,140,167,475,2632.0,841800.0,1057,2708,6679,136071.0,25017359100,0.23211411689485636,0.0,0.3216905344044708,7.875499292445208,11.82093208731642,,,
2995,235,195,46,128,23,1964.0,817700.0,604,2893,7594,151854.0,25017359303,0.15520170690268284,0.0,0.20934891485809684,7.582738488914411,11.930674811911611,,,
3466,425,759,336,224,457,2464.0,854300.0,2165,3272,7020,101359.0,25017359400,0.29171558519717045,0.0,0.6350259665320254,7.80954132465341,11.52642394912157,,,
2718,42,162,114,0,126,2338.0,1184800.0,914,2563,6928,158894.0,25017360300,0.17657054388460233,0.0,0.16335540838852097,7.757051142032013,11.975992592214665,,,
2229,55,192,196,0,19,3327.0,952400.0,409,2090,5451,169107.0,25017361100,0.2360872110557221,0.0,0.2072678331090175,8.109826276018477,12.038286929653788,,,
2362,19,68,51,161,286,2470.0,922000.0,962,2194,6567,176014.0,25017361200,0.16839569579692523,0.0,0.2476714648602879,7.8119734296220225,12.078318816311262,,,
2272,80,20,108,0,0,2240.0,1293100.0,205,2155,6247,201202.0,25017361300,0.13359708153994493,0.0,0.09154929577464789,7.7142311448490855,12.21206465751617,,,
1875,9,20,29,0,35,1296.0,940300.0,108,1787,5209,247656.0,25017362100,0.06279678263397616,0.0,0.0496,7.16703787691222,12.41979596546366,,,
1314,0,7,33,199,28,1368.0,771200.0,211,1291,3186,140547.0,25017363103,0.11680078550235864,0.0,0.20319634703196346,7.221105098182496,11.853297231389694,,,
2341,61,82,43,102,33,1780.0,687300.0,353,2320,6323,151711.0,25017363104,0.14079400966310945,0.0,0.1371208885091841,7.484368643286131,11.929732674243715,,,
1575,56,11,0,163,508,1714.0,802000.0,627,1521,4229,93424.0,25017363105,0.2201575612262374,0.0,0.4685714285714286,7.446585099157725,11.44490355052332,,,
1276,44,51,38,394,97,2323.0,464700.0,720,1276,2986,103821.0,25017363106,0.26850059236570634,0.0,0.4890282131661442,7.750614732770409,11.550423541390312,,,
1241,54,42,32,0,0,1223.0,736200.0,231,1241,3261,206358.0,25017363201,0.0711191230773704,0.0,0.1031426269137792,7.109062135687172,12.237367803510883,,,
1423,43,40,106,86,0,1694.0,639400.0,213,1372,3879,171806.0,25017363202,0.11831949990105119,0.0,0.1932536893886156,7.434847875211999,12.054121212253069,,,
2560,109,66,84,216,176,1332.0,472100.0,566,2475,6177,114688.0,25017364101,0.13936941964285712,0.0,0.254296875,7.194436851100335,11.649970676894547,,,
2093,279,157,167,0,56,1676.0,446100.0,411,1941,4494,111487.0,25017364102,0.1803977145317391,0.0,0.31485905398948877,7.424165281042028,11.621663271156692,,,
2608,0,0,0,15,0,,942600.0,82,2556,8049,250001.0,25017365100,,,0.005751533742331288,,12.429220196836383,,,
2047,0,49,9,0,0,,830200.0,141,2047,6153,220787.0,25017365201,,,0.028334147532975085,,12.304953714840176,,,
1777,0,94,108,26,49,2330.0,884100.0,279,1720,4724,217955.0,25017365202,0.12828336124429354,0.0,0.15588069780528982,7.753623546559746,12.29204389844492,,,
1914,157,14,35,25,12,1234.0,762600.0,284,1781,4832,173342.0,25017366100,0.08542649790587394,0.0,0.12695924764890282,7.1180162044653335,12.063021800639541,,,
1277,0,14,0,0,0,,1054800.0,0,1267,3646,250001.0,25017366201,,,0.01096319498825372,,12.429220196836383,,,
1939,49,91,13,18,46,,853700.0,136,1901,5343,199125.0,25017366202,,,0.11191335740072202,,12.20168804721235,,,
1789,67,54,59,0,24,2128.0,1333900.0,240,1739,4962,238287.0,25017367100,0.10716488939807879,0.0,0.11403018446059252,7.662937850461535,12.381231108514413,,,
2178,9,53,0,19,77,2044.0,1595500.0,250,2002,6797,250001.0,25017367200,0.09811160755356978,0.0,0.07254361799816346,7.622663951323595,12.429220196836383,,,
2544,81,85,205,285,71,3092.0,701100.0,1335,2438,5584,125192.0,25017368101,0.29637676528851686,0.0,0.28577044025157233,8.036573409707312,11.737603837843007,,,
2132,15,28,12,102,144,2262.0,696500.0,337,2044,5193,161296.0,25017368102,0.16828687630195416,0.0,0.14118198874296436,7.724004656676065,11.990996465293723,,,
1626,194,239,137,31,0,3050.0,716300.0,494,1594,3892,133617.0,25017368200,0.2739172410696244,0.0,0.36961869618696186,8.022896869601457,11.802732777498642,,,
2746,378,686,291,191,209,1680.0,577200.0,1445,2653,5687,85268.0,25017368300,0.23643101749777173,0.0,0.6391114348142753,7.426549072397305,11.353554516553086,,,
2519,361,151,302,0,103,2238.0,634500.0,1196,2460,7836,112588.0,25017368400,0.23853341386293386,0.0,0.36403334656609765,7.71333788887187,11.631490417072477,,,
1963,246,350,219,183,34,1774.0,532600.0,1525,1834,3052,80739.0,25017368500,0.26366440010403897,0.0,0.5257259296994397,7.480992162869525,11.298977008895504,,,
2610,649,972,208,178,64,1946.0,657500.0,1856,2581,6230,126563.0,25017368600,0.18450890070557746,0.0,0.7934865900383141,7.57353126274595,11.748495486892475,,,
1234,414,467,152,84,0,1657.0,560100.0,825,1149,2471,83750.0,25017368700,0.23742089552238804,0.0,0.9051863857374393,7.4127640174265625,11.335591449687312,,,
2906,429,271,187,166,176,2458.0,726600.0,1836,2784,6145,124327.0,25017368800,0.23724532885053123,0.0,0.42291810048176187,7.80710329012598,11.73067047032264,,,
3092,0,132,759,369,283,2210.0,719200.0,1002,2931,6175,121645.0,25017368901,0.21801142669242465,0.0,0.49902975420439843,7.700747794511798,11.708862245846221,,,
1596,160,261,272,363,208,2245.0,647500.0,1267,1528,3582,60500.0,25017368902,0.4452892561983471,1.0,0.7919799498746867,7.716460800176355,11.010398644018933,,,
31,0,0,0,0,0,,588200.0,9,31,3552,,25017369000,,,0.0,,,,,
2115,115,68,31,224,25,1917.0,749600.0,479,2097,5312,133015.0,25017369100,0.17294290117655903,0.0,0.21891252955082743,7.558516743045645,11.798217182799371,,,
3076,576,152,167,320,53,2097.0,740500.0,1267,2931,6474,119483.0,25017370101,0.21060736673836447,0.0,0.41222366710013003,7.64826303090192,11.690929380819647,,,
1756,381,92,83,137,170,1794.0,655500.0,828,1630,3506,105617.0,25017370103,0.20383082268952915,0.0,0.49145785876993164,7.492203042618741,11.567574622146113,,,
1845,362,57,87,30,155,2396.0,621600.0,861,1772,4330,119907.0,25017370104,0.23978583402136655,0.0,0.3745257452574526,7.78155595923534,11.69447172129643,,,
1833,991,123,9,105,49,2576.0,870200.0,650,1780,4278,124000.0,25017370201,0.24929032258064515,0.0,0.6966721222040371,7.853993087224244,11.728036844587175,,,
1790,933,60,33,34,7,2304.0,783400.0,539,1664,3302,104978.0,25017370202,0.26336946788851,0.0,0.5960893854748603,7.742402021815782,11.561506083376957,,,
2032,913,424,122,19,129,2163.0,645700.0,1157,1929,4374,108434.0,25017370301,0.2393714148698748,0.0,0.7908464566929134,7.679251425953058,11.593896971945352,,,
932,341,56,38,0,29,1965.0,651500.0,547,835,1896,99327.0,25017370302,0.23739768642967168,0.0,0.4978540772532189,7.583247524303362,11.506172716397517,,,
1823,581,150,42,43,257,1976.0,803000.0,1122,1741,3527,117827.0,25017370401,0.20124419700068746,0.0,0.5885902358749314,7.588829878307813,11.6769727259742,,,
715,181,86,50,28,0,2336.0,887900.0,358,715,1575,167617.0,25017370402,0.16723840660553524,0.0,0.4825174825174825,7.756195343948118,12.029436893867151,,,
965,258,139,13,20,22,2584.0,632200.0,441,947,1919,127784.0,25017370403,0.24265948788580732,0.0,0.46839378238341967,7.857093864902493,11.758096617469793,,,
2061,750,159,32,228,51,2115.0,931400.0,866,1990,5153,134088.0,25017373100,0.1892786826561661,0.0,0.5919456574478409,7.656810091480378,11.806251579807094,,,
2272,789,194,149,53,228,1930.0,804400.0,1183,2223,5240,107637.0,25017373200,0.2151676468128989,0.0,0.621919014084507,7.5652752818989315,11.586519733772404,,,
1345,193,247,27,67,64,2157.0,1023000.0,562,1254,3008,142457.0,25017373300,0.1816969331096401,0.0,0.4446096654275093,7.676473646389156,11.866795478767862,,,
1395,507,99,39,41,34,2752.0,1014300.0,519,1324,3520,146563.0,25017373400,0.22532289868520702,0.0,0.5161290322580645,7.920083199053234,11.895210649130776,,,
1977,200,11,83,79,14,2853.0,1548000.0,188,1857,6117,250001.0,25017373500,0.1369434522261911,0.0,0.19575113808801214,7.9561263512135,12.429220196836383,,,
1070,136,99,20,0,68,1772.0,1731900.0,347,985,6122,203102.0,25017373600,0.10469616251932526,0.0,0.3018691588785047,7.4798641311650265,12.22146359488582,,,
1474,80,23,8,0,0,3010.0,1481900.0,148,1446,3822,250001.0,25017373700,0.14447942208231165,0.0,0.07530529172320218,8.009695357742922,12.429220196836383,,,
2494,349,71,73,88,41,2328.0,1037700.0,597,2386,6062,173125.0,25017373800,0.16136317689530685,0.0,0.24939855653568566,7.752764808851328,12.06176915592374,,,
1057,12,0,0,13,12,3501.0,1544200.0,104,1057,2934,236198.0,25017373901,0.17786772114920532,0.0,0.03500473036896878,8.160803920954665,12.372425715309042,,,
1650,99,0,31,115,81,3298.0,1216900.0,289,1417,3641,187723.0,25017373902,0.21082126324424816,0.0,0.19757575757575757,8.101071503119543,12.142722751029323,,,
1817,26,7,0,0,41,,1120700.0,191,1667,4525,177026.0,25017374000,,,0.04072647220693451,,12.084051893423664,,,
2111,407,70,21,90,39,2766.0,861200.0,746,1992,4976,129722.0,25017374100,0.2558702456021338,0.0,0.29701563240170537,7.925157512224703,11.773148978125404,,,
1659,304,93,8,17,49,2263.0,1185100.0,322,1539,4213,230922.0,25017374200,0.11759815002468366,0.0,0.28390596745027125,7.724446645633537,12.349835270145505,,,
1317,17,7,3,0,13,2641.0,1565500.0,90,1317,3757,250001.0,25017374300,0.12676749293002829,0.0,0.030372057706909643,7.878912912297133,12.429220196836383,,,
2221,100,84,0,137,0,2077.0,1969300.0,565,2104,5599,242083.0,25017374400,0.10295642403638422,0.0,0.14452949122017109,7.638679823876112,12.397035921542884,,,
1815,450,115,141,13,26,2077.0,997600.0,658,1779,4600,149375.0,25017374500,0.16685523012552303,0.0,0.41046831955922863,7.638679823876112,11.914215201667913,,,
2132,744,136,10,0,9,2037.0,896900.0,726,2096,5360,158625.0,25017374600,0.15409929078014184,0.0,0.42166979362101314,7.619233416226805,11.974298205016689,,,
1998,262,220,57,174,122,2052.0,1032300.0,865,1917,4700,154219.0,25017374700,0.15966904207652752,0.0,0.41791791791791794,7.62657020629066,11.94612894912264,,,
1466,176,18,50,154,105,2397.0,1171500.0,425,1385,5104,156094.0,25017374800,0.18427357874101502,0.0,0.3431105047748977,7.781973234434385,11.958213668865383,,,
1830,30,0,0,0,22,1798.0,697300.0,130,1760,5174,148591.0,25017382100,0.14520394909516726,0.0,0.02841530054644809,7.494430215031565,11.908952844155737,,,
2274,371,93,43,16,59,2135.0,723000.0,469,2224,5520,140189.0,25017382200,0.1827532830678584,0.0,0.2559366754617414,7.666221925662725,11.850746791160736,,,
2505,126,320,112,34,44,2714.0,862300.0,524,2427,5880,198750.0,25017382300,0.16386415094339624,0.0,0.25389221556886227,7.906178840394815,12.199803032516579,,,
2290,298,50,13,131,377,1736.0,718400.0,631,2239,5279,114787.0,25017382400,0.1814839659543328,0.0,0.3794759825327511,7.459338895220296,11.650833516037304,,,
2525,190,158,140,92,186,2339.0,645200.0,1245,2399,5349,104598.0,25017382500,0.26834165089198647,0.0,0.30336633663366336,7.757478766584179,11.557879709971271,,,
2247,88,112,553,857,179,1908.0,337600.0,1289,2198,4573,125556.0,25017382601,0.18235687661282615,0.0,0.7961726746773475,7.553810852008231,11.740507153169048,,,
2332,129,46,29,0,0,446.0,698800.0,690,2321,4814,106173.0,25017382602,0.05040829589443644,0.0,0.08747855917667238,6.100318952020064,11.572825118178061,,,
1248,164,134,129,171,315,1443.0,381100.0,916,1168,3663,57593.0,25017383101,0.3006615387286649,1.0,0.7315705128205128,7.274479558773871,10.961156311521107,,,
1976,111,331,162,285,415,1257.0,394800.0,1548,1777,5379,53304.0,25017383102,0.2829806393516434,0.0,0.659919028340081,7.136483208590247,10.883766654242374,,,
2116,181,433,33,180,148,1756.0,458300.0,1145,2059,6361,85291.0,25017383200,0.24706006495409832,0.0,0.4607750472589792,7.470793774195062,11.353824217948372,,,
1538,112,36,186,202,213,1427.0,550800.0,860,1503,3503,89421.0,25017383300,0.19149864125876473,0.0,0.4869960988296489,7.2633296174768365,11.401110832905937,,,
1099,172,125,167,85,126,1558.0,404100.0,717,1032,2896,88611.0,25017383401,0.21098960625655958,0.0,0.6141947224749773,7.351158226430694,11.392011282385635,,,
1431,180,302,0,82,233,1378.0,365000.0,816,1408,3628,65517.0,25017383402,0.25239250881450614,0.0,0.556953179594689,7.228388451573604,11.090064929932883,,,
2050,195,258,245,282,150,1510.0,516400.0,1475,1975,4073,57546.0,25017383501,0.3148785319570431,1.0,0.551219512195122,7.31986492980897,10.960339906956007,,,
1115,73,62,134,16,59,1614.0,600400.0,450,1115,3885,92125.0,25017383502,0.21023609226594303,0.0,0.30852017937219733,7.3864708488298945,11.430901629491638,,,
2489,19,107,41,256,321,1754.0,550500.0,840,2376,5959,101357.0,25017383600,0.2076620263030674,0.0,0.2989152269987947,7.469654172932128,11.526404217082657,,,
2152,122,22,0,351,68,1989.0,506000.0,620,2102,5237,116458.0,25017383700,0.2049494238266156,0.0,0.26161710037174724,7.5953872788539725,11.66528597196527,,,
2635,57,42,39,103,74,1976.0,551600.0,506,2573,6332,137972.0,25017383800,0.17186095729568318,0.0,0.11954459203036052,7.588829878307813,11.83480604500192,,,
2304,0,0,0,0,6,2317.0,652500.0,127,2250,6043,192955.0,25017383902,0.14409577362597498,0.0,0.0026041666666666665,7.748028524432376,12.170212280079097,,,
941,0,0,0,0,0,,523200.0,8,941,2655,145903.0,25017383903,,,0.0,,11.890697296328268,,,
2223,17,18,80,15,94,1939.0,497000.0,595,2223,5124,93685.0,25017383904,0.24836419917809682,0.0,0.1007647323436797,7.569927655242652,11.447693370032614,,,
2856,0,0,0,24,347,2058.0,658800.0,1738,2716,5583,91986.0,25017384003,0.26847563759702564,0.0,0.12990196078431374,7.629489916393995,11.429391670538509,,,
610,9,0,7,77,24,1895.0,608400.0,131,592,1484,130556.0,25017384004,0.17417813045742825,0.0,0.1918032786885246,7.546974117516527,11.779557532473701,,,
1293,16,0,0,203,224,2658.0,762100.0,567,1248,3101,179340.0,25017385101,0.1778521244563399,0.0,0.34261407579273007,7.885329239273191,12.097038724506039,,,
1901,62,42,159,80,21,1437.0,584900.0,469,1834,4840,131760.0,25017385102,0.1308743169398907,0.0,0.19147816938453446,7.270312886079025,11.788737364851523,,,
1325,80,36,11,42,102,2037.0,513600.0,258,1253,2716,99525.0,25017385201,0.24560663149962322,0.0,0.20452830188679244,7.619233416226805,11.508164147868518,,,
2335,84,523,68,15,16,2685.0,440600.0,278,2193,4636,119141.0,25017385203,0.27043587010349085,0.0,0.302355460385439,7.895436006942965,11.688062944634108,,,
1307,235,144,0,0,27,2173.0,550100.0,210,1125,3341,142788.0,25017385204,0.18262038826792168,0.0,0.31063504208110176,7.6838639802564295,11.869116291743154,,,
1632,11,45,22,0,31,2234.0,898900.0,117,1511,4404,242688.0,25017386100,0.11046281645569621,0.0,0.06678921568627451,7.711548979629146,12.399531946734584,,,
1797,34,26,11,0,135,1644.0,577900.0,304,1779,4406,147875.0,25017387100,0.1334099746407439,0.0,0.11463550361713967,7.404887575616125,11.904122601280688,,,
2291,14,186,34,62,86,1605.0,574000.0,305,2229,5931,139821.0,25017387201,0.1377475486514901,0.0,0.16673941510257528,7.380879035564116,11.848118312093039,,,
1609,33,59,18,11,0,1554.0,626300.0,64,1554,4565,181250.0,25017387202,0.10288551724137932,0.0,0.07520198881292728,7.348587530927593,12.107632572716922,,,
2196,12,9,89,370,219,1726.0,653300.0,563,2166,5462,151207.0,25017388100,0.13697778541998717,0.0,0.31830601092896177,7.453561871643373,11.926405037952225,,,
2566,66,15,152,225,0,989.0,384200.0,530,2470,7092,114118.0,25017388200,0.10399761650221699,0.0,0.17848791893998442,6.8966943316227125,11.644988279762018,,,
2036,22,233,455,204,269,651.0,265000.0,1633,1886,6085,25923.0,25017388300,0.3013540099525518,1.0,0.581041257367387,6.478509642208569,10.162885884509508,,,
3324,157,61,50,0,0,2064.0,1731300.0,312,847,2120,126339.0,25019950100,0.19604397691924108,0.0,0.08062575210589651,7.6324011266014535,11.74672404927177,,,
1742,100,0,48,0,0,2292.0,1055900.0,166,1239,4549,148516.0,25019950201,0.1851921678472353,0.0,0.08495981630309989,7.73718007783463,11.908447975528656,,,
1303,254,0,5,0,17,1897.0,1393900.0,483,961,2988,145143.0,25019950202,0.15683842830863357,0.0,0.21181887950882577,7.5480289699350145,11.885474742316735,,,
1182,0,5,58,0,0,,1593800.0,30,246,439,,25019950307,,,0.0532994923857868,,,,,
1751,182,47,0,12,0,2308.0,1258700.0,216,823,2710,127939.0,25019950400,0.21647816537568684,0.0,0.13763563677898344,7.744136627627991,11.759308866809755,,,
2985,0,0,0,0,98,,1651800.0,139,543,1259,120250.0,25019950500,,,0.03283082077051926,,11.697328187968008,,,
2671,66,378,726,302,328,2678.0,1105800.0,1625,2448,5329,98103.0,25021400100,0.32757408030335466,1.0,0.6739049045301385,7.8928255262511176,11.493773226125619,,,
1874,15,195,435,169,259,2404.0,923800.0,1095,1782,3283,108554.0,25021400201,0.26574792269285336,0.0,0.572572038420491,7.784889295655098,11.595003024005683,,,
1596,68,412,318,84,68,2688.0,2000001.0,1107,1479,3741,95299.0,25021400202,0.3384715474454087,1.0,0.5952380952380952,7.89655270164304,11.464774596407807,,,
1806,582,305,317,82,163,2840.0,1263000.0,763,1752,4508,131786.0,25021400300,0.25860106536354394,0.0,0.8023255813953488,7.951559331155252,11.788934673860837,,,
2276,65,144,252,293,298,2179.0,1070000.0,1544,2185,4139,101563.0,25021400401,0.25745596329371917,0.0,0.46221441124780316,7.68662133494462,11.528434574570998,,,
795,156,34,40,0,115,2767.0,1975900.0,353,780,2077,250001.0,25021400402,0.13281546873812505,0.0,0.4339622641509434,7.925518979786926,12.429220196836383,,,
2698,320,439,561,174,606,2867.0,1204700.0,1695,2467,5216,129250.0,25021400500,0.2661818181818182,0.0,0.7783543365455893,7.96102146588337,11.769503792370676,,,
2549,279,908,337,135,162,3222.0,1182600.0,945,2527,5414,160078.0,25021400600,0.2415322530266495,0.0,0.7143978030600235,8.07775756373692,11.983416475426443,,,
1598,165,364,413,128,130,2920.0,1070900.0,767,1554,3691,143846.0,25021400700,0.2435938434158753,0.0,0.7509386733416771,7.979338895262328,11.876498561849944,,,
2792,171,355,853,197,537,2635.0,1063400.0,1524,2526,5863,126814.0,25021400800,0.2493415553487785,0.0,0.7568051575931232,7.876638460975463,11.750476724985154,,,
2118,137,273,269,54,79,2282.0,841100.0,1137,1931,3836,85972.0,25021400900,0.3185223095891686,1.0,0.3833805476864967,7.732807530422021,11.361776940827166,,,
1456,269,510,242,27,19,2325.0,990800.0,567,1395,3551,133321.0,25021401000,0.20926935741556094,0.0,0.7328296703296703,7.751475318021456,11.80051503314362,,,
1590,190,56,52,0,0,2617.0,2000001.0,374,1510,4725,250001.0,25021401100,0.12561549753800985,0.0,0.18742138364779873,7.869783902530146,12.429220196836383,,,
2049,14,0,75,40,13,3333.0,1346200.0,667,1949,5587,233795.0,25021401201,0.17107294852327892,0.0,0.06930209858467545,8.11162807830774,12.362199941991596,,,
667,26,77,5,14,144,3051.0,1222200.0,276,634,1738,114000.0,25021401202,0.3211578947368421,1.0,0.3988005997001499,8.02322468471667,11.643953727376633,,,
1519,168,160,67,23,0,2190.0,590800.0,502,1519,3531,130304.0,25021402101,0.20168222003929273,0.0,0.27518104015799866,7.691656822810547,11.777625461030086,,,
1861,297,229,9,13,52,1556.0,485000.0,600,1758,4398,81364.0,25021402102,0.22948724251511726,0.0,0.32240730789897903,7.349873704738337,11.306688193722378,,,
886,68,54,10,3,0,2074.0,543600.0,73,852,2265,133125.0,25021402200,0.18695211267605633,0.0,0.1523702031602709,7.637234388789473,11.799043815445827,,,
1811,28,0,0,0,0,3293.0,596300.0,45,1774,4602,153788.0,25021402300,0.2569511275262049,0.0,0.015461071231363888,8.099554282376364,11.943330309602674,,,
2947,184,34,148,132,93,2140.0,617400.0,1189,2853,6377,115605.0,25021402400,0.22213572077332294,0.0,0.2005429250084832,7.668561108015897,11.657934486880203,,,
1861,62,0,102,175,257,2024.0,891400.0,672,1671,3977,124688.0,25021402500,0.1947901963300398,0.0,0.3202579258463192,7.6128310304073565,11.733569896083342,,,
2483,85,0,0,8,109,3501.0,1027400.0,203,2446,7422,196071.0,25021403100,0.2142693208072586,0.0,0.08135320177204994,8.160803920954665,12.186232117515772,,,
1559,60,0,0,6,6,2432.0,1223400.0,101,1519,4483,250001.0,25021403300,0.11673553305786777,0.0,0.046183450930083386,7.796469243086058,12.429220196836383,,,
2524,81,20,18,61,14,2017.0,1150600.0,310,2498,7076,199783.0,25021403400,0.12115144932251494,0.0,0.0768621236133122,7.6093665379542115,12.204987056491564,,,
1330,102,36,0,31,77,2060.0,876600.0,548,1232,2629,140833.0,25021403501,0.1755270426675566,0.0,0.1849624060150376,7.630461261783627,11.85533007024455,,,
1587,28,22,9,48,23,1716.0,1013600.0,100,1534,4228,211957.0,25021403502,0.09715178078572541,0.0,0.08191556395715185,7.447751280047908,12.264138702892646,,,
1463,53,47,29,0,38,2475.0,1297500.0,239,1351,4295,250001.0,25021404100,0.11879952480190079,0.0,0.11414900888585099,7.813995675002791,12.429220196836383,,,
1282,0,10,0,19,0,,1950000.0,94,1220,3783,250001.0,25021404201,,,0.02262090483619345,,12.429220196836383,,,
1407,27,28,6,0,109,2781.0,1279700.0,174,1367,5470,204236.0,25021404202,0.16339920484145792,0.0,0.12082444918265814,7.930565854233965,12.227031466921387,,,
1920,5,0,0,0,0,2987.0,1421400.0,90,1861,5836,250001.0,25021404301,0.143375426498294,0.0,0.0026041666666666665,8.00202481821611,12.429220196836383,,,
1419,85,101,0,50,57,2681.0,979700.0,318,1419,3655,176875.0,25021404302,0.1818911660777385,0.0,0.20648343904157856,7.893945138235959,12.08319854737964,,,
1829,101,67,51,27,183,2317.0,1793000.0,480,1738,6823,250001.0,25021404400,0.11121555513777945,0.0,0.23455440131219246,7.748028524432376,12.429220196836383,,,
1955,0,4,21,0,0,2536.0,1152400.0,110,1887,5886,250001.0,25021405100,0.12172751308994763,0.0,0.01278772378516624,7.8383433155571165,12.429220196836383,,,
2236,93,38,60,159,35,899.0,794100.0,474,2181,5959,187663.0,25021406101,0.05748602548184778,0.0,0.1721824686940966,6.80128303447162,12.142403080074567,,,
2347,22,24,25,60,0,1652.0,862300.0,128,2282,6885,228636.0,25021406102,0.08670550569464126,0.0,0.05581593523647209,7.409741954080923,12.339886498259085,,,
1812,48,266,49,0,15,1832.0,494000.0,218,1713,4566,146069.0,25021407101,0.1505042137619892,0.0,0.20860927152317882,7.513163545234075,11.891834391788699,,,
1545,57,94,11,172,78,1770.0,518800.0,327,1459,3999,126662.0,25021407102,0.16769038859326396,0.0,0.26666666666666666,7.478734825567875,11.74927740025051,,,
1883,52,97,68,19,54,1532.0,536700.0,370,1854,4942,136298.0,25021408102,0.13488092268411864,0.0,0.15400955921402018,7.3343293503005365,11.82259894406266,,,
1088,0,7,6,0,0,,594900.0,31,1088,3398,188478.0,25021408103,,,0.011948529411764705,,12.146736568183627,,,
1627,76,17,22,45,0,1506.0,498600.0,196,1597,4824,175929.0,25021408104,0.1027232576778132,0.0,0.09834050399508297,7.317212408359839,12.077835783538042,,,
1538,27,0,0,0,0,1954.0,693200.0,65,1458,6016,165441.0,25021409101,0.1417302845123035,0.0,0.017555266579973992,7.577633832602728,12.016369914771362,,,
1874,26,28,54,0,0,1518.0,617800.0,88,1833,5511,186648.0,25021409102,0.09759547383309759,0.0,0.0576307363927428,7.325148957955575,12.136979769042888,,,
2738,158,258,305,64,14,836.0,527800.0,549,2685,6814,99119.0,25021410100,0.10121167485547676,0.0,0.2918188458728999,6.728628613084702,11.504076427470856,,,
1963,80,0,45,62,209,2480.0,546000.0,501,1880,5155,109545.0,25021410300,0.2716691770505272,0.0,0.20173204279164544,7.8160138391590275,11.60409070272232,,,
2722,68,190,647,133,0,1719.0,568500.0,970,2647,6507,99761.0,25021410400,0.2067741903148525,0.0,0.3813372520205731,7.449498005382849,11.510532604361416,,,
1505,24,0,54,148,82,2083.0,588200.0,498,1505,4219,186696.0,25021411101,0.1338861036122895,0.0,0.20465116279069767,7.641564441260972,12.137236904554719,,,
1820,49,23,282,19,0,450.0,586800.0,181,1696,4599,154563.0,25021411102,0.03493721006968033,0.0,0.20494505494505494,6.1092475827643655,11.948357059195862,,,
2872,229,117,84,47,27,1682.0,637200.0,502,2717,7724,137019.0,25021411200,0.1473080375714317,0.0,0.17548746518105848,7.427738840532894,11.827874881325616,,,
2096,0,37,108,16,0,1493.0,706600.0,320,2035,5847,186403.0,25021411301,0.09611433292382633,0.0,0.07681297709923664,7.30854279753919,12.135666275524715,,,
